,iso2_code,language,year_quarter,unique_id,num_pushers,year,quarter,gpt_available,population,num_pushers_pc,post1,post2,gpt_available_post1,gpt_available_post2,Treatment
25145,TR,C++,2022-Q1,TR-C++,4389.0,2022,9,0,76667864,5.724693203921789,0,0,0,0,0
25146,TR,C++,2022-Q2,TR-C++,5823.0,2022,10,0,76667864,7.595098775674773,0,0,0,0,0
25147,TR,C++,2022-Q3,TR-C++,5162.0,2022,11,0,76667864,6.732938327328383,0,0,0,0,0
25148,TR,C++,2022-Q4,TR-C++,6135.0,2022,12,0,76667864,8.002048941913916,1,0,0,0,0
25149,TR,C++,2023-Q1,TR-C++,6466.0,2023,13,0,76667864,8.433781329815057,1,1,0,0,0
25150,TR,C++,2023-Q2,TR-C++,6520.0,2023,14,0,76667864,8.504215012433372,1,1,0,0,0
25151,TR,C++,2023-Q3,TR-C++,5747.0,2023,15,0,76667864,7.495969889026776,1,1,0,0,0
25152,TR,C++,2023-Q4,TR-C++,6116.0,2023,16,0,76667864,7.977266720251917,1,1,0,0,0
25158,TR,C,2020-Q1,TR-C,1992.0,2020,1,0,76667864,2.59822029214222,0,0,0,0,0
25159,TR,C,2020-Q2,TR-C,2263.0,2020,2,0,76667864,2.951693032689681,0,0,0,0,0
25160,TR,C,2020-Q3,TR-C,2101.0,2020,3,0,76667864,2.740391984834741,0,0,0,0,0
25161,TR,C,2020-Q4,TR-C,2673.0,2020,4,0,76667864,3.486467289606503,0,0,0,0,0
25162,TR,C,2021-Q1,TR-C,3268.0,2021,5,0,76667864,4.262542125863843,0,0,0,0,0
25163,TR,C,2021-Q2,TR-C,3193.0,2021,6,0,76667864,4.164717566671741,0,0,0,0,0
25164,TR,C,2021-Q3,TR-C,2553.0,2021,7,0,76667864,3.3299479948991406,0,0,0,0,0
25165,TR,C,2021-Q4,TR-C,2938.0,2021,8,0,76667864,3.8321140654185957,0,0,0,0,0
25166,TR,C,2022-Q1,TR-C,4286.0,2022,9,0,76667864,5.590347475964636,0,0,0,0,0
25167,TR,C,2022-Q2,TR-C,5257.0,2022,10,0,76667864,6.856849435638379,0,0,0,0,0
25168,TR,C,2022-Q3,TR-C,4550.0,2022,11,0,76667864,5.934689924320835,0,0,0,0,0
25169,TR,C,2022-Q4,TR-C,5918.0,2022,12,0,76667864,7.719009883984768,1,0,0,0,0
25170,TR,C,2023-Q1,TR-C,6372.0,2023,13,0,76667864,8.311174548960958,1,1,0,0,0
25171,TR,C,2023-Q2,TR-C,6399.0,2023,14,0,76667864,8.346391390270114,1,1,0,0,0
25172,TR,C,2023-Q3,TR-C,5618.0,2023,15,0,76667864,7.327711647216361,1,1,0,0,0
25173,TR,C,2023-Q4,TR-C,6254.0,2023,16,0,76667864,8.157263909165383,1,1,0,0,0
25179,TR,Go,2020-Q1,TR-Go,611.0,2020,1,0,76667864,0.7969440755516548,0,0,0,0,0
25180,TR,Go,2020-Q2,TR-Go,650.0,2020,2,0,76667864,0.8478128463315479,0,0,0,0,0
25181,TR,Go,2020-Q3,TR-Go,621.0,2020,3,0,76667864,0.8099873501106017,0,0,0,0,0
25182,TR,Go,2020-Q4,TR-Go,793.0,2020,4,0,76667864,1.0343316725244882,0,0,0,0,0
25183,TR,Go,2021-Q1,TR-Go,874.0,2021,5,0,76667864,1.1399821964519579,0,0,0,0,0
25184,TR,Go,2021-Q2,TR-Go,878.0,2021,6,0,76667864,1.1451995062755367,0,0,0,0,0
25185,TR,Go,2021-Q3,TR-Go,969.0,2021,7,0,76667864,1.2638933047619534,0,0,0,0,0
25186,TR,Go,2021-Q4,TR-Go,1386.0,2021,8,0,76667864,1.8077978538700386,0,0,0,0,0
25187,TR,Go,2022-Q1,TR-Go,1658.0,2022,9,0,76667864,2.1625749218733943,0,0,0,0,0
25188,TR,Go,2022-Q2,TR-Go,1674.0,2022,10,0,76667864,2.183444161167709,0,0,0,0,0
25189,TR,Go,2022-Q3,TR-Go,2029.0,2022,11,0,76667864,2.6464804080103237,0,0,0,0,0
25190,TR,Go,2022-Q4,TR-Go,1823.0,2022,12,0,76667864,2.377788952096018,1,0,0,0,0
25191,TR,Go,2023-Q1,TR-Go,1696.0,2023,13,0,76667864,2.2121393651973924,1,1,0,0,0
25192,TR,Go,2023-Q2,TR-Go,1580.0,2023,14,0,76667864,2.060837380313608,1,1,0,0,0
25193,TR,Go,2023-Q3,TR-Go,1651.0,2023,15,0,76667864,2.1534446296821312,1,1,0,0,0
25194,TR,Go,2023-Q4,TR-Go,1714.0,2023,16,0,76667864,2.235617259403497,1,1,0,0,0
25200,TT,JavaScript,2020-Q1,TT-JavaScript,140.0,2020,1,1,1328019,10.542017847636217,0,0,0,0,0
25201,TT,JavaScript,2020-Q2,TT-JavaScript,277.0,2020,2,1,1328019,20.858135312823084,0,0,0,0,0
25202,TT,JavaScript,2020-Q3,TT-JavaScript,183.0,2020,3,1,1328019,13.779923329410197,0,0,0,0,0
25203,TT,JavaScript,2020-Q4,TT-JavaScript,182.0,2020,4,1,1328019,13.704623201927081,0,0,0,0,0
25204,TT,JavaScript,2021-Q1,TT-JavaScript,199.0,2021,5,1,1328019,14.984725369140051,0,0,0,0,0
25205,TT,JavaScript,2021-Q2,TT-JavaScript,309.0,2021,6,1,1328019,23.26773939228279,0,0,0,0,0
25206,TT,JavaScript,2021-Q3,TT-JavaScript,200.0,2021,7,1,1328019,15.060025496623167,0,0,0,0,0
25207,TT,JavaScript,2021-Q4,TT-JavaScript,214.0,2021,8,1,1328019,16.11422728138679,0,0,0,0,0
25208,TT,JavaScript,2022-Q1,TT-JavaScript,302.0,2022,9,1,1328019,22.74063849990098,0,0,0,0,0
25209,TT,JavaScript,2022-Q2,TT-JavaScript,423.0,2022,10,1,1328019,31.851953925357996,0,0,0,0,0
25210,TT,JavaScript,2022-Q3,TT-JavaScript,270.0,2022,11,1,1328019,20.331034420441274,0,0,0,0,0
25211,TT,JavaScript,2022-Q4,TT-JavaScript,274.0,2022,12,1,1328019,20.632234930373738,1,0,1,0,1
25212,TT,JavaScript,2023-Q1,TT-JavaScript,282.0,2023,13,1,1328019,21.234635950238662,1,1,1,1,1
25213,TT,JavaScript,2023-Q2,TT-JavaScript,435.0,2023,14,1,1328019,32.75555545515539,1,1,1,1,1
25214,TT,JavaScript,2023-Q3,TT-JavaScript,281.0,2023,15,1,1328019,21.159335822755548,1,1,1,1,1
25215,TT,JavaScript,2023-Q4,TT-JavaScript,311.0,2023,16,1,1328019,23.418339647249024,1,1,1,1,1
25221,TT,Python,2020-Q1,TT-Python,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25222,TT,Python,2020-Q2,TT-Python,137.0,2020,2,1,1328019,10.316117465186869,0,0,0,0,0
25223,TT,Python,2020-Q3,TT-Python,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25224,TT,Python,2020-Q4,TT-Python,122.0,2020,4,1,1328019,9.18661555294013,0,0,0,0,0
25225,TT,Python,2021-Q1,TT-Python,116.0,2021,5,1,1328019,8.734814788041437,0,0,0,0,0
25226,TT,Python,2021-Q2,TT-Python,173.0,2021,6,1,1328019,13.026922054579039,0,0,0,0,0
25227,TT,Python,2021-Q3,TT-Python,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25228,TT,Python,2021-Q4,TT-Python,121.0,2021,8,1,1328019,9.111315425457015,0,0,0,0,0
25229,TT,Python,2022-Q1,TT-Python,134.0,2022,9,1,1328019,10.09021708273752,0,0,0,0,0
25230,TT,Python,2022-Q2,TT-Python,205.0,2022,10,1,1328019,15.436526134038745,0,0,0,0,0
25231,TT,Python,2022-Q3,TT-Python,134.0,2022,11,1,1328019,10.09021708273752,0,0,0,0,0
25232,TT,Python,2022-Q4,TT-Python,165.0,2022,12,1,1328019,12.424521034714111,1,0,1,0,1
25233,TT,Python,2023-Q1,TT-Python,179.0,2023,13,1,1328019,13.478722819477735,1,1,1,1,1
25234,TT,Python,2023-Q2,TT-Python,239.0,2023,14,1,1328019,17.996730468464683,1,1,1,1,1
25235,TT,Python,2023-Q3,TT-Python,132.0,2023,15,1,1328019,9.93961682777129,1,1,1,1,1
25236,TT,Python,2023-Q4,TT-Python,216.0,2023,16,1,1328019,16.26482753635302,1,1,1,1,1
25242,TT,Java,2020-Q1,TT-Java,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25243,TT,Java,2020-Q2,TT-Java,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25244,TT,Java,2020-Q3,TT-Java,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25245,TT,Java,2020-Q4,TT-Java,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25246,TT,Java,2021-Q1,TT-Java,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25247,TT,Java,2021-Q2,TT-Java,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25248,TT,Java,2021-Q3,TT-Java,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25249,TT,Java,2021-Q4,TT-Java,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25250,TT,Java,2022-Q1,TT-Java,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25251,TT,Java,2022-Q2,TT-Java,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25252,TT,Java,2022-Q3,TT-Java,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25253,TT,Java,2022-Q4,TT-Java,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25254,TT,Java,2023-Q1,TT-Java,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25255,TT,Java,2023-Q2,TT-Java,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25256,TT,Java,2023-Q3,TT-Java,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25257,TT,Java,2023-Q4,TT-Java,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25263,TT,Ruby,2020-Q1,TT-Ruby,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25264,TT,Ruby,2020-Q2,TT-Ruby,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25265,TT,Ruby,2020-Q3,TT-Ruby,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25266,TT,Ruby,2020-Q4,TT-Ruby,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25267,TT,Ruby,2021-Q1,TT-Ruby,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25268,TT,Ruby,2021-Q2,TT-Ruby,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25269,TT,Ruby,2021-Q3,TT-Ruby,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25270,TT,Ruby,2021-Q4,TT-Ruby,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25271,TT,Ruby,2022-Q1,TT-Ruby,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25272,TT,Ruby,2022-Q2,TT-Ruby,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25273,TT,Ruby,2022-Q3,TT-Ruby,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25274,TT,Ruby,2022-Q4,TT-Ruby,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25275,TT,Ruby,2023-Q1,TT-Ruby,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25276,TT,Ruby,2023-Q2,TT-Ruby,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25277,TT,Ruby,2023-Q3,TT-Ruby,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25278,TT,Ruby,2023-Q4,TT-Ruby,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25284,TT,PHP,2020-Q1,TT-PHP,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25285,TT,PHP,2020-Q2,TT-PHP,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25286,TT,PHP,2020-Q3,TT-PHP,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25287,TT,PHP,2020-Q4,TT-PHP,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25288,TT,PHP,2021-Q1,TT-PHP,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25289,TT,PHP,2021-Q2,TT-PHP,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25290,TT,PHP,2021-Q3,TT-PHP,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25291,TT,PHP,2021-Q4,TT-PHP,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25292,TT,PHP,2022-Q1,TT-PHP,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25293,TT,PHP,2022-Q2,TT-PHP,112.0,2022,10,1,1328019,8.433614278108973,0,0,0,0,0
25294,TT,PHP,2022-Q3,TT-PHP,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25295,TT,PHP,2022-Q4,TT-PHP,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25296,TT,PHP,2023-Q1,TT-PHP,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25297,TT,PHP,2023-Q2,TT-PHP,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25298,TT,PHP,2023-Q3,TT-PHP,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25299,TT,PHP,2023-Q4,TT-PHP,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25305,TT,TypeScript,2020-Q1,TT-TypeScript,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25306,TT,TypeScript,2020-Q2,TT-TypeScript,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25307,TT,TypeScript,2020-Q3,TT-TypeScript,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25308,TT,TypeScript,2020-Q4,TT-TypeScript,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25309,TT,TypeScript,2021-Q1,TT-TypeScript,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25310,TT,TypeScript,2021-Q2,TT-TypeScript,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25311,TT,TypeScript,2021-Q3,TT-TypeScript,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25312,TT,TypeScript,2021-Q4,TT-TypeScript,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25313,TT,TypeScript,2022-Q1,TT-TypeScript,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25314,TT,TypeScript,2022-Q2,TT-TypeScript,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25315,TT,TypeScript,2022-Q3,TT-TypeScript,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25316,TT,TypeScript,2022-Q4,TT-TypeScript,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25317,TT,TypeScript,2023-Q1,TT-TypeScript,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25318,TT,TypeScript,2023-Q2,TT-TypeScript,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25319,TT,TypeScript,2023-Q3,TT-TypeScript,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25320,TT,TypeScript,2023-Q4,TT-TypeScript,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25326,TT,C#,2020-Q1,TT-C#,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25327,TT,C#,2020-Q2,TT-C#,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25328,TT,C#,2020-Q3,TT-C#,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25329,TT,C#,2020-Q4,TT-C#,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25330,TT,C#,2021-Q1,TT-C#,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25331,TT,C#,2021-Q2,TT-C#,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25332,TT,C#,2021-Q3,TT-C#,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25333,TT,C#,2021-Q4,TT-C#,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25334,TT,C#,2022-Q1,TT-C#,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25335,TT,C#,2022-Q2,TT-C#,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25336,TT,C#,2022-Q3,TT-C#,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25337,TT,C#,2022-Q4,TT-C#,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25338,TT,C#,2023-Q1,TT-C#,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25339,TT,C#,2023-Q2,TT-C#,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25340,TT,C#,2023-Q3,TT-C#,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25341,TT,C#,2023-Q4,TT-C#,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25347,TT,C++,2020-Q1,TT-C++,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25348,TT,C++,2020-Q2,TT-C++,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25349,TT,C++,2020-Q3,TT-C++,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25350,TT,C++,2020-Q4,TT-C++,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25351,TT,C++,2021-Q1,TT-C++,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25352,TT,C++,2021-Q2,TT-C++,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25353,TT,C++,2021-Q3,TT-C++,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25354,TT,C++,2021-Q4,TT-C++,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25355,TT,C++,2022-Q1,TT-C++,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25356,TT,C++,2022-Q2,TT-C++,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25357,TT,C++,2022-Q3,TT-C++,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25358,TT,C++,2022-Q4,TT-C++,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25359,TT,C++,2023-Q1,TT-C++,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25360,TT,C++,2023-Q2,TT-C++,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25361,TT,C++,2023-Q3,TT-C++,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25362,TT,C++,2023-Q4,TT-C++,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25368,TT,C,2020-Q1,TT-C,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25369,TT,C,2020-Q2,TT-C,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25370,TT,C,2020-Q3,TT-C,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25371,TT,C,2020-Q4,TT-C,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25372,TT,C,2021-Q1,TT-C,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25373,TT,C,2021-Q2,TT-C,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25374,TT,C,2021-Q3,TT-C,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25375,TT,C,2021-Q4,TT-C,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25376,TT,C,2022-Q1,TT-C,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25377,TT,C,2022-Q2,TT-C,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25378,TT,C,2022-Q3,TT-C,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25379,TT,C,2022-Q4,TT-C,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25380,TT,C,2023-Q1,TT-C,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25381,TT,C,2023-Q2,TT-C,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25382,TT,C,2023-Q3,TT-C,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25383,TT,C,2023-Q4,TT-C,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25389,TT,Go,2020-Q1,TT-Go,0.0,2020,1,1,1328019,0.0,0,0,0,0,0
25390,TT,Go,2020-Q2,TT-Go,0.0,2020,2,1,1328019,0.0,0,0,0,0,0
25391,TT,Go,2020-Q3,TT-Go,0.0,2020,3,1,1328019,0.0,0,0,0,0,0
25392,TT,Go,2020-Q4,TT-Go,0.0,2020,4,1,1328019,0.0,0,0,0,0,0
25393,TT,Go,2021-Q1,TT-Go,0.0,2021,5,1,1328019,0.0,0,0,0,0,0
25394,TT,Go,2021-Q2,TT-Go,0.0,2021,6,1,1328019,0.0,0,0,0,0,0
25395,TT,Go,2021-Q3,TT-Go,0.0,2021,7,1,1328019,0.0,0,0,0,0,0
25396,TT,Go,2021-Q4,TT-Go,0.0,2021,8,1,1328019,0.0,0,0,0,0,0
25397,TT,Go,2022-Q1,TT-Go,0.0,2022,9,1,1328019,0.0,0,0,0,0,0
25398,TT,Go,2022-Q2,TT-Go,0.0,2022,10,1,1328019,0.0,0,0,0,0,0
25399,TT,Go,2022-Q3,TT-Go,0.0,2022,11,1,1328019,0.0,0,0,0,0,0
25400,TT,Go,2022-Q4,TT-Go,0.0,2022,12,1,1328019,0.0,1,0,1,0,1
25401,TT,Go,2023-Q1,TT-Go,0.0,2023,13,1,1328019,0.0,1,1,1,1,1
25402,TT,Go,2023-Q2,TT-Go,0.0,2023,14,1,1328019,0.0,1,1,1,1,1
25403,TT,Go,2023-Q3,TT-Go,0.0,2023,15,1,1328019,0.0,1,1,1,1,1
25404,TT,Go,2023-Q4,TT-Go,0.0,2023,16,1,1328019,0.0,1,1,1,1,1
25410,TW,JavaScript,2020-Q1,TW-JavaScript,11774.0,2020,1,1,23424615,50.26336612149228,0,0,0,0,0
25411,TW,JavaScript,2020-Q2,TW-JavaScript,13791.0,2020,2,1,23424615,58.873966551851545,0,0,0,0,0
25412,TW,JavaScript,2020-Q3,TW-JavaScript,13566.0,2020,3,1,23424615,57.913438491945335,0,0,0,0,0
25413,TW,JavaScript,2020-Q4,TW-JavaScript,14412.0,2020,4,1,23424615,61.5250239971927,0,0,0,0,0
25414,TW,JavaScript,2021-Q1,TW-JavaScript,15443.0,2021,5,1,23424615,65.92637701836296,0,0,0,0,0
25415,TW,JavaScript,2021-Q2,TW-JavaScript,17613.0,2021,6,1,23424615,75.19013652945843,0,0,0,0,0
25416,TW,JavaScript,2021-Q3,TW-JavaScript,16989.0,2021,7,1,23424615,72.52627204331854,0,0,0,0,0
25417,TW,JavaScript,2021-Q4,TW-JavaScript,17360.0,2021,8,1,23424615,74.11007608876389,0,0,0,0,0
25418,TW,JavaScript,2022-Q1,TW-JavaScript,18290.0,2022,9,1,23424615,78.08025873637625,0,0,0,0,0
25419,TW,JavaScript,2022-Q2,TW-JavaScript,20710.0,2022,10,1,23424615,88.41127164736753,0,0,0,0,0
25420,TW,JavaScript,2022-Q3,TW-JavaScript,19669.0,2022,11,1,23424615,83.96722849020144,0,0,0,0,0
25421,TW,JavaScript,2022-Q4,TW-JavaScript,20054.0,2022,12,1,23424615,85.61079872604097,1,0,1,0,1
25422,TW,JavaScript,2023-Q1,TW-JavaScript,20495.0,2023,13,1,23424615,87.49343372345714,1,1,1,1,1
25423,TW,JavaScript,2023-Q2,TW-JavaScript,24017.0,2023,14,1,23424615,102.52889962118908,1,1,1,1,1
25424,TW,JavaScript,2023-Q3,TW-JavaScript,21621.0,2023,15,1,23424615,92.30034303658779,1,1,1,1,1
25425,TW,JavaScript,2023-Q4,TW-JavaScript,23220.0,2023,16,1,23424615,99.12649578232129,1,1,1,1,1
25431,TW,Python,2020-Q1,TW-Python,8986.0,2020,1,1,23424615,38.36135620585439,0,0,0,0,0
25432,TW,Python,2020-Q2,TW-Python,10176.0,2020,2,1,23424615,43.44148238935837,0,0,0,0,0
25433,TW,Python,2020-Q3,TW-Python,10241.0,2020,3,1,23424615,43.71896827333128,0,0,0,0,0
25434,TW,Python,2020-Q4,TW-Python,11263.0,2020,4,1,23424615,48.081900172105286,0,0,0,0,0
25435,TW,Python,2021-Q1,TW-Python,12127.0,2021,5,1,23424615,51.77032792214514,0,0,0,0,0
25436,TW,Python,2021-Q2,TW-Python,13190.0,2021,6,1,23424615,56.30828937850206,0,0,0,0,0
25437,TW,Python,2021-Q3,TW-Python,11977.0,2021,7,1,23424615,51.12997588220767,0,0,0,0,0
25438,TW,Python,2021-Q4,TW-Python,12257.0,2021,8,1,23424615,52.32529969009096,0,0,0,0,0
25439,TW,Python,2022-Q1,TW-Python,13545.0,2022,9,1,23424615,57.823789206354085,0,0,0,0,0
25440,TW,Python,2022-Q2,TW-Python,14724.0,2022,10,1,23424615,62.85695624026265,0,0,0,0,0
25441,TW,Python,2022-Q3,TW-Python,13270.0,2022,11,1,23424615,56.64981046646871,0,0,0,0,0
25442,TW,Python,2022-Q4,TW-Python,15222.0,2022,12,1,23424615,64.98292501285506,1,0,1,0,1
25443,TW,Python,2023-Q1,TW-Python,14966.0,2023,13,1,23424615,63.89005753136178,1,1,1,1,1
25444,TW,Python,2023-Q2,TW-Python,17523.0,2023,14,1,23424615,74.80592530549595,1,1,1,1,1
25445,TW,Python,2023-Q3,TW-Python,16225.0,2023,15,1,23424615,69.26474565323699,1,1,1,1,1
25446,TW,Python,2023-Q4,TW-Python,18424.0,2023,16,1,23424615,78.65230655872038,1,1,1,1,1
25452,TW,Java,2020-Q1,TW-Java,3524.0,2020,1,1,23424615,15.044003924931102,0,0,0,0,0
25453,TW,Java,2020-Q2,TW-Java,3922.0,2020,2,1,23424615,16.74307133756521,0,0,0,0,0
25454,TW,Java,2020-Q3,TW-Java,3726.0,2020,3,1,23424615,15.906344672046906,0,0,0,0,0
25455,TW,Java,2020-Q4,TW-Java,4198.0,2020,4,1,23424615,17.92131909105016,0,0,0,0,0
25456,TW,Java,2021-Q1,TW-Java,3971.0,2021,5,1,23424615,16.952253003944783,0,0,0,0,0
25457,TW,Java,2021-Q2,TW-Java,4664.0,2021,6,1,23424615,19.91067942845592,0,0,0,0,0
25458,TW,Java,2021-Q3,TW-Java,4168.0,2021,7,1,23424615,17.793248683062668,0,0,0,0,0
25459,TW,Java,2021-Q4,TW-Java,4325.0,2021,8,1,23424615,18.463483818197226,0,0,0,0,0
25460,TW,Java,2022-Q1,TW-Java,4532.0,2022,9,1,23424615,19.34716963331094,0,0,0,0,0
25461,TW,Java,2022-Q2,TW-Java,5225.0,2022,10,1,23424615,22.30559605782208,0,0,0,0,0
25462,TW,Java,2022-Q3,TW-Java,4845.0,2022,11,1,23424615,20.683370889980477,0,0,0,0,0
25463,TW,Java,2022-Q4,TW-Java,5198.0,2022,12,1,23424615,22.190332690633333,1,0,1,0,1
25464,TW,Java,2023-Q1,TW-Java,4982.0,2023,13,1,23424615,21.26822575312337,1,1,1,1,1
25465,TW,Java,2023-Q2,TW-Java,5625.0,2023,14,1,23424615,24.013201497655352,1,1,1,1,1
25466,TW,Java,2023-Q3,TW-Java,5108.0,2023,15,1,23424615,21.806121466670852,1,1,1,1,1
25467,TW,Java,2023-Q4,TW-Java,5426.0,2023,16,1,23424615,23.1636677913383,1,1,1,1,1
25473,TW,Ruby,2020-Q1,TW-Ruby,2077.0,2020,1,1,23424615,8.866741246334252,0,0,0,0,0
25474,TW,Ruby,2020-Q2,TW-Ruby,2605.0,2020,2,1,23424615,11.120780426914166,0,0,0,0,0
25475,TW,Ruby,2020-Q3,TW-Ruby,2873.0,2020,3,1,23424615,12.264876071602457,0,0,0,0,0
25476,TW,Ruby,2020-Q4,TW-Ruby,2818.0,2020,4,1,23424615,12.030080323625384,0,0,0,0,0
25477,TW,Ruby,2021-Q1,TW-Ruby,2881.0,2021,5,1,23424615,12.299028180399123,0,0,0,0,0
25478,TW,Ruby,2021-Q2,TW-Ruby,3175.0,2021,6,1,23424615,13.554118178676577,0,0,0,0,0
